INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=5|USMC RedYuri;VictimTeam=2;VictimPos=-63.929,66.256,-99.899;VictimKit=UP_LMG_Limited;VictimVehicle=lvt-4;AttackerKit=jp_RifleAssault;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=1347
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=47.1;Time=1347
SCORE ScoreDiff=-1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=1348;Scoretype=teamVehicleDamages
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=1348;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=-35.767,67.185,-47.506;Time=1348;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 The_Spine;VictimTeam=1;VictimPos=-21.189,68.667,-42.368;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_alt_GunBarrel;Time=1348
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-35.958,68.732,-82.836;Time=1351;Scoretype=kills
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-35.958,68.732,-82.836;VictimName=1|1USM Shogun007;VictimTeam=2;VictimPos=-47.390,70.170,-94.854;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1351
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=5.883,70.503,-103.506;Time=1353;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=5.883,70.503,-103.506;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=-16.136,67.687,-100.167;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1353
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=1356;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-39.177,66.980,-60.482;Time=1356;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IGI18 luacha2000;VictimTeam=1;VictimPos=-27.527,70.201,-32.632;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1356
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=1356;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-39.177,66.980,-60.482;Time=1356;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 knokworst;VictimTeam=1;VictimPos=-25.206,71.365,-28.174;VictimKit=UW_PickUpFlamethrower;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1356
SCORE ScoreDiff=1;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=1357;Scoretype=kills
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-60.791,65.455,-91.073;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=lvt-4;AttackerKit=jp_RifleAssault;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=1357
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=103.3;Time=1357
SCORE ScoreDiff=3;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-34.585,68.003,-54.291;Time=1362;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-34.585,68.003,-54.291;Time=1362;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-34.585,68.003,-54.291;VictimName=7USMC -Kwiot-;VictimTeam=2;VictimPos=-39.426,66.564,-58.759;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type97;Time=1362
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=5.877,70.498,-103.508;Time=1362;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=5.877,70.498,-103.508;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-13.733,67.670,-100.677;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=type97_chiha_cannonHE;Time=1362
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1367
SCORE ScoreDiff=1;PlayerName=7|USMC Spieler4;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=up_pvt;PlayerPos=-33.765,67.955,-58.115;Time=1368;Scoretype=kills
KILL;AttackerName=7|USMC Spieler4;AttackerTeam=2;AttackerPos=-33.765,67.955,-58.115;VictimName=2IG|15 papa@FH2;VictimTeam=1;VictimPos=-33.907,68.326,-55.522;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=up_pvt;AttackerWeapon=m1garand;Time=1368
ENTER PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;Time=1368
SCORE ScoreDiff=1;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=1368;Scoretype=kills
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=7|USMC Spieler4;VictimTeam=2;VictimPos=-33.765,67.963,-58.115;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_barrel_he;Time=1368
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=5.867,70.489,-103.509;Time=1370;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=5.867,70.489,-103.509;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-31.962,69.775,-96.001;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1370
SCORE ScoreDiff=1;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=1375;Scoretype=kills
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=-42.991,68.471,-97.313;VictimKit=UP_RifleAssault;VictimVehicle=fh1_25mmaa;AttackerKit=jp_RifleAssault;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_barrel_he;Time=1375
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=8.5;Time=1375
ENTER PlayerName=7|USMC Spieler4;PlayerTeam=2;VehicleName=lvt-4;Time=1380
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=5.860,70.478,-103.516;Time=1380;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=5.860,70.478,-103.516;VictimName=1|1USM Shogun007;VictimTeam=2;VictimPos=-41.181,69.295,-96.981;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1380
ENTER PlayerName=2IG|15 BamBam_55;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=1381
EXIT PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=75.7;Time=1381
EXIT PlayerName=2IG|15 BamBam_55;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=1.2;Time=1382
EXIT PlayerName=7|USMC Spieler4;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=5.0;Time=1385
ENTER PlayerName=7|USMC Spieler4;PlayerTeam=2;VehicleName=lvt-4;Time=1386
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=5.852,70.470,-103.517;Time=1387;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=5.852,70.470,-103.517;VictimName=7USMC -Kwiot-;VictimTeam=2;VictimPos=-40.688,68.626,-97.467;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1387
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m4a3;PlayerPos=-42.358,67.993,-80.087;Time=1388;Scoretype=kills
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=1388;Scoretype=damageAssists
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-42.358,67.993,-80.087;VictimName=2IG|15 BamBam_55;VictimTeam=1;VictimPos=-25.210,70.663,-27.917;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=m4a3;AttackerWeapon=Coaxial_Cal30_Cam3;Time=1388
ENTER PlayerName=2IG|15 knokworst;PlayerTeam=1;VehicleName=75mmdp;Time=1388
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m4a3;PlayerPos=-42.362,67.992,-80.095;Time=1389;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-42.362,67.992,-80.095;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=-26.457,70.198,-25.862;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=m4a3;AttackerWeapon=M4A3_75mm0;Time=1389
SCORE ScoreDiff=1;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=1391;Scoretype=kills
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName= [F|H]Papillon;VictimTeam=2;VictimPos=-38.676,67.616,-73.664;VictimKit=UP_RifleAssault;VictimVehicle=m3a1_stuart_pacific;AttackerKit=jp_RifleAssault;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=1391
EXIT PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;VehicleTime=22.7;Time=1391
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m4a3;PlayerPos=-42.360,67.992,-80.095;Time=1393;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-42.360,67.992,-80.095;VictimName=2IG|15 Ephiriel;VictimTeam=1;VictimPos=-33.085,66.875,-47.362;VictimKit=jp_RifleAssault;VictimVehicle=75mmdp;AttackerKit=UP_Scout;AttackerVehicle=m4a3;AttackerWeapon=M4A3_75mm0;Time=1393
EXIT PlayerName=2IG|15 Ephiriel;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=70.2;Time=1393
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m4a3;PlayerPos=-42.360,67.992,-80.095;Time=1393;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-42.360,67.992,-80.095;VictimName=2IG|15 The_Spine;VictimTeam=1;VictimPos=-33.448,67.916,-46.940;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=m4a3;AttackerWeapon=M4A3_75mm0;Time=1393
EXIT PlayerName=2IG|18 GGarrido;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=92.7;Time=1394
EXIT PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=1243.1;Time=1398
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-35.992,68.732,-82.843;Time=1401;Scoretype=kills
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-35.992,68.732,-82.843;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-44.295,69.472,-97.100;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1401
ENTER PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=a6m_zero;Time=1402
SCORE ScoreDiff=1;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-27.853,68.502,-106.129;Time=1403;Scoretype=kills
KILL;AttackerName= 2IG|HQSir_Kows;AttackerTeam=1;AttackerPos=-27.853,68.502,-106.129;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-27.937,68.471,-106.295;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1403
SCORE ScoreDiff=1;PlayerName=5|USMC RedYuri;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=-33.221,67.245,-109.613;Time=1407;Scoretype=kills
KILL;AttackerName=5|USMC RedYuri;AttackerTeam=2;AttackerPos=-33.221,67.245,-109.613;VictimName= 2IG|HQSir_Kows;VictimTeam=1;VictimPos=-30.423,67.645,-108.197;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2;Time=1407
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=1408
SCORE ScoreDiff=-4;PlayerName=5|USMC RedYuri;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=-33.221,67.245,-109.613;Time=1409;Scoretype=TKs
KILL;AttackerName=5|USMC RedYuri;AttackerTeam=2;AttackerPos=-33.221,67.245,-109.613;VictimName=1|USMC Dreloc;VictimTeam=2;VictimPos=-29.980,67.930,-108.044;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2;Time=1409
SCORE ScoreDiff=1;PlayerName=1|USMC KarlGeorg;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=1412;Scoretype=kills
SCORE ScoreDiff=2;PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=95.134,68.035,-91.076;Time=1412;Scoretype=targetAssists
KILL;AttackerName=1|USMC KarlGeorg;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=2IG|18 GGarrido;VictimTeam=1;VictimPos=19.502,68.007,-78.119;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1412
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m4a3;PlayerPos=-43.744,67.565,-81.850;Time=1414;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-43.744,67.565,-81.850;VictimName=2IGI18 luacha2000;VictimTeam=1;VictimPos=-26.799,70.644,-25.929;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=m4a3;AttackerWeapon=M4A3_75mm0;Time=1414
ENTER PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=lcvp;Time=1414
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m4a3;PlayerPos=-43.749,67.563,-81.856;Time=1415;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-43.749,67.563,-81.856;VictimName=[2IG] Otto1;VictimTeam=1;VictimPos=-31.282,68.695,-48.567;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=m4a3;AttackerWeapon=Coaxial_Cal30_Cam3;Time=1415
ENTER PlayerName=2IG[24 slav_on_13;PlayerTeam=1;VehicleName=type95_hago;Time=1417
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=8.710,71.162,-104.606;Time=1420;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=8.710,71.162,-104.606;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-31.000,69.699,-96.089;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1420
EXIT PlayerName=2IG|15 knokworst;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=33.2;Time=1421
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m4a3;PlayerPos=-43.772,67.555,-81.898;Time=1425;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-43.772,67.555,-81.898;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=-30.243,68.231,-41.506;VictimKit=UA_PickUpBazooka;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=m4a3;AttackerWeapon=M4A3_75mm0;Time=1425
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-24.464,68.871,-79.777;Time=1427;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-24.464,68.871,-79.777;VictimName=2IG|15 [F|H]RAnDOOm;VictimTeam=1;VictimPos=-21.415,68.581,-77.555;VictimKit=jp_NCO;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1427
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=8.712,71.153,-104.627;Time=1436;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=8.712,71.153,-104.627;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-31.271,70.019,-91.929;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1436
ENTER PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=75mmdp;Time=1437
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-36.332,68.700,-81.911;Time=1439;Scoretype=kills
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-36.332,68.700,-81.911;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-47.355,69.900,-94.256;VictimKit=UP_Engineer;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1439
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=8.712,71.153,-104.627;Time=1445;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=8.712,71.153,-104.627;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=-10.639,67.023,-111.602;VictimKit=UA_PickUpBazooka;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1445
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=lvt-4;PlayerPos=-118.469,65.118,-18.615;Time=1445;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7|USMC Spieler4;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=lvt-4;PlayerPos=-118.469,65.118,-18.615;Time=1445;Scoretype=Unknown
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-118.469,65.118,-18.615;VictimName=2IG|15 Ephiriel;VictimTeam=1;VictimPos=-30.285,69.236,-40.093;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=lvt-4;AttackerWeapon=Coaxial_Cal30_Main;Time=1445
ENTER PlayerName=1|USMC Dreloc;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;Time=1446
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=1446
ENTER PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=f4u1a_corsair;Time=1448
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=8.712,71.153,-104.627;Time=1448;Scoretype=kills
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=8.712,71.153,-104.627;VictimName=1|1USM Shogun007;VictimTeam=2;VictimPos=-5.793,67.081,-108.770;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1448
SCORE ScoreDiff=1;PlayerName=1|USMC KarlGeorg;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=1450;Scoretype=kills
SCORE ScoreDiff=2;PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=95.535,67.933,-90.986;Time=1450;Scoretype=targetAssists
KILL;AttackerName=1|USMC KarlGeorg;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=2IGI18 Taran121;VictimTeam=1;VictimPos=24.170,68.417,-74.188;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1450
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=8.5;Time=1454
ENTER PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=75mmdp;Time=1457
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=51.4;Time=1459
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=1459
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1460
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=0.8;Time=1460
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=1460
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=0.8;Time=1461
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=1461
